uuid,title,author,abstract
1631,Development of spectral-phenological features for deep learning to understand Spartina alterniflora invasion,"Tian, Jinyan; Wang, Le; Yin, Dameng; Li, Xiaojuan; Diao, Chunyuan; Gong, Huili; Shi, Chen; Menenti, Massimo; Ge, Yong; Nie, Sheng; Ou, Yang; Song, Xiaonan; Liu, Xiaomeng","Invasive Spartina alterniflora (S. alterniflora), a native riparian species in the U.S. Gulf of Mexico, has led to serious degradation to the ecosystem and biodiversity as well as economic losses since it was introduced to China in 1979. Although multi-temporal remote sensing offers unique capability to monitor S. alterniflora over large areas and long time periods, three major hurdle exist: (1) in the coastal zone where S. alterniflora occupies, frequent cloud coverage reduces the number of available images that can be used; (2) prominent spectral variations exist within the S. alterniflora due to phonological variations; (3) poor spectral separability between S. alterniflora and its co-dominant native species is often presented in the territories where S. alterniflora intruded in. To articulate these questions, we proposed a new pixel-based phenological feature composite method (PpfCM) based on Google Earth Engine. The Ppf-CM method was brainstormed to battle the aforementioned three hurdles as the basic unit for extracting phonological feature is individual pixel in lieu of an entire image scene. With the Ppf-CM-derived phenological feature as inputs, we took a step further to investigate the performance of the latest deep learning method as opposed to that of the conventional support vector machine (SVM); Lastly, we strive to understand how S. alterniflora has changed its spatial distribution in the Beibu Gulf of China from 1995 to 2017. As a result, we found (1) the developed Ppf-CM method can mitigate the phonological variation and augment the spectral separability between S. alterniflora and the background species regardless of the significant cloud coverage in the study area; (2) deep learning, compared to SVM, presented better potentials for incorporating the new phenological features generated from the Ppf-CM method; and (3) for the first time, we discovered a S. alterniflora invasion outbreak occurred during 1996-2001."
1632,Middle East respiratory syndrome coronavirus infection in camelids,"Nigeer Te,Malgorzata Ciurkiewicz,Judith M A van den Brand,Jordi Rodon,Ann-Kathrin Haverkamp,Júlia Vergara-Alert,Albert Bensaid,Bart L Haagmans,Wolfgang Baumgartner,Joaquim Segalés,Nigeer Te,Malgorzata Ciurkiewicz,Judith M A van den Brand,Jordi Rodon,Ann-Kathrin Haverkamp,Júlia Vergara-Alert,Albert Bensaid,Bart L Haagmans,Wolfgang Baumgartner,Joaquim Segalés","Middle East respiratory syndrome coronavirus (MERS-CoV) is the cause of a severe respiratory disease with a high case fatality rate in humans. Since its emergence in mid-2012, 2578 laboratory-confirmed cases in 27 countries have been reported by the World Health Organization, leading to 888 known deaths due to the disease and related complications. Dromedary camels are considered the major reservoir host for this virus leading to zoonotic infection in humans. Dromedary camels, llamas, and alpacas are susceptible to MERS-CoV, developing a mild-to-moderate upper respiratory tract infection characterized by epithelial hyperplasia as well as infiltration of neutrophils, lymphocytes, and some macrophages within epithelium, lamina propria, in association with abundant viral antigen. The very mild lesions in the lower respiratory tract of these camelids correlate with absence of overt illness following MERS-CoV infection. Unfortunately, there is no approved antiviral treatment or vaccine for MERS-CoV infection in humans. Thus, there is an urgent need to develop intervention strategies in camelids, such as vaccination, to minimize virus spillover to humans. Therefore, the development of camelid models of MERS-CoV infection is key not only to assess vaccine prototypes but also to understand the biologic mechanisms by which the infection can be naturally controlled in these reservoir species. This review summarizes information on virus-induced pathological changes, pathogenesis, viral epidemiology, and control strategies in camelids, as the intermediate hosts and primary source of MERS-CoV infection in humans."
1633,Surgical Techniques for Thoracolumbar Spine Fractures: WFNS Spine Committee Recommendations,"Salman Sharif,Yousuf Shaikh,Onur Yaman,Mehmet Zileli,Salman Sharif,Yousuf Shaikh,Onur Yaman,Mehmet Zileli","To formulate the specific guidelines for the recommendation of thoracolumbar fracture regarding surgical techniques and nonfusion surgery. WFNS (World Federation of Neurosurgical Societies) Spine Committee organized 2 consensus meeting. For nonfusion surgery and thoracolumbar fracture, a systematic literature search in PubMed and Google Scholar database was done from 2010 to 2020. The search was further refined by excluding the articles which were duplicate, not in English or were based on animal or cadaveric subjects. After thorough shortlisting, only 50 articles were selected for full review in this consensus meeting. To generate a consensus, the levels of agreement or disagreement on each item were voted independently in a blind fashion through a Likert-type scale from 1 to 5. The consensus was achieved when the sum for disagreement or agreement was ≥ 66%. Each consensus point was clearly defined with evidence strength, recommendation grade, and consensus level provided. A magnitude of prospective papers were analyzed to formulate consensus on various surgical techniques that can be employed to address different types of thoracolumbar fractures. Surgical treatment of thoracolumbar fractures can be a better option over the nonoperative approach, especially for those who cannot tolerate months in an orthosis or cast, such as those with multiple extremity injuries, skin lesions, obesity, and so forth. It generally allows early mobilization, less hospital stay, reduced pulmonary complications, and better correction of sagittal balance. Current available literature fails to demonstrate any statistically significant benefit of fusion surgery over nonfusion in thoracolumbar fractures."
1634,The relationship between biomass energy consumption and human development: Empirical evidence from BRICS countries,"Wang, Zhaohua; Bui, Quocviet; Zhang, Bin","The impact of biomass energy utilization is still a controversial issue, and there is no consensus among researchers. Previous researches paid attention to the effects of biomass energy consumption on economic growth and environmental. While most studies indicate that the usage of biomass energy enhances economic growth and contributes to environmental protection, some studies show the opposite result. Our research wishes to contribute to the existing literature by discovering the effect of biomass energy consumption on human development in BRICS countries in the period 1990-2015. Using econometric methods which can solve the problem of cross-sectional dependence and heterogeneity of slope such as LIPS and CADF unit root tests, LM bootstrap panel cointegration test, Continuously-Updated Fully-Modified (CUP-FM) and Continuously-Updated Bias-Corrected (CUP-BC) estimators, and Dumitrescu-Hurlin panel causality test, our results reveal that biomass energy usage increase human development in BRICS countries and bidirectional causality exists between these two variables. These results may be a suggestion for policymakers to promote the usage of biomass energy. (C) 2020 Elsevier Ltd. All rights reserved."
1635,Seasonal Betacoronavirus Antibodies' Expansion Post-BNT161b2 Vaccination Associates with Reduced SARS-CoV-2 VoC Neutralization,"Stefania Dispinseri,Ilaria Marzinotto,Cristina Brigatti,Maria Franca Pirillo,Monica Tolazzi,Elena Bazzigaluppi,Andrea Canitano,Martina Borghi,Alessandra Gallinaro,Roberta Caccia,Riccardo Vercesi,Paul F McKay,Fabio Ciceri,Lorenzo Piemonti,Donatella Negri,Paola Cinque,Andrea Cara,Gabriella Scarlatti,Vito Lampasona,Stefania Dispinseri,Ilaria Marzinotto,Cristina Brigatti,Maria Franca Pirillo,Monica Tolazzi,Elena Bazzigaluppi,Andrea Canitano,Martina Borghi,Alessandra Gallinaro,Roberta Caccia,Riccardo Vercesi,Paul F McKay,Fabio Ciceri,Lorenzo Piemonti,Donatella Negri,Paola Cinque,Andrea Cara,Gabriella Scarlatti,Vito Lampasona","SARS-CoV-2 vaccination is known to induce antibodies that recognize also variants of concerns (VoCs) of the virus. However, epidemiological and laboratory evidences indicate that these antibodies have a reduced neutralization ability against VoCs. We studied binding and neutralizing antibodies against the Spike protein domains and subunits of the Wuhan-Hu-1 virus and its alpha, beta, delta VoCs and of seasonal betacoronaviruses (HKU1 and OC43) in a cohort of 31 health care workers prospectively followed post-vaccination with BNT162b2-Comirnaty. The study of sequential samples collected up to 64 days post-vaccination showed that serological assays measuring IgG against Wuhan-Hu-1 antigens were a poor proxy for VoC neutralization. In addition, in subjects who had asymptomatic or mild COVID-19 prior to vaccination, the loss of nAbs following disease could be rapid and accompanied by post-vaccination antibody levels similar to those of naïve vaccinees. Interestingly, in health care workers naïve for SARS-CoV-2 infection, vaccination induced a rapid and transient reactivation of pre-existing seasonal coronaviruses IgG responses that was associated with a subsequent reduced ability to neutralize alpha and beta VoCs."
1636,Does financial development and foreign direct investment improve environmental quality? Evidence from belt and road countries,"Ahmad, Mahmood; Jiang, Ping; Majeed, Abdul; Raza, Muhammad Yousaf","This study examines the effect of financial development (FD) and foreign direct investment (FDI) on the environmental quality for the panel of 90 belt and road countries from 1990 to 2017. This study advances the knowledge of financial development by using the new comprehensive index, which is based on access, depth, and efficiency of financial markets and financial institutions and incorporated foreign direct investment as an important determinant of environmental quality. By applying the Driscoll-Kraay standard error pooled ordinary least square method, the empirical findings reveal that FD deteriorates the environmental quality by increasing the CO2 emissions, while FDI improves environmental quality and the relationship between economic growth (EG) and CO2 emissions is inverted U-shaped, i.e., presence of EKC hypothesis. The energy consumption and urbanization pollute the environment, while trade openness enhances the quality of the environment. Furthermore, the Dumitrescu-Hurlin (DH) panel causality test result confirms that the bidirectional causality exists among FD, trade openness, energy consumption, and urbanization with CO2 emissions. The empirical results provide new insights for policymakers and also have several implications for the betterment of environmental quality."
1637,Large-scale production and transport of hydrogen from Norway to Europe and Japan: Value chain analysis and comparison of liquid hydrogen and ammonia as energy carriers,"Ishimoto, Yuki; Voldsund, Mari; Neksa, Petter; Roussanaly, Simon; Berstad, David; Gardarsdottir, Stefania Osk","Low-carbon hydrogen is considered as one of the key measures to decarbonise continental Europe and Japan. Northern Norway has abundant renewable energy and natural gas resources which can be converted to low-carbon hydrogen. However, Norway is located relatively far away from these markets and finding efficient ways to transport this hydrogen to the end-user is critical. In this study, liquefied hydrogen (LH2) and ammonia (NH3), as H-2-based energy carriers, are analysed and compared with respect to energy efficiency, CO2 footprint and cost. It is shown that the LH2 chain is more energy efficient and has a smaller CO2 footprint (20 and 23 kg-CO2/MWh(th) for Europe and Japan, respectively) than the NH3 chain (76 and 122 kg-CO2/MWh(thY)). Furthermore, the study finds the levelized cost of hydrogen delivered to Rotterdam to be lower for LH2 (5.0 EUR/kg-H-2) compared to NH3 (5.9 EUR/kg-H-2), while the hydrogen costs of the two chains for transport to Japan are in a similar range (about 7 EUR/kg-H-2). It is also shown that under optimistic assumptions, the costs associated with the LH2 chain (3.2 EUR/kg-H-2) are close to meeting the 2030 hydrogen cost target of Japan (2.5 EUR/kg-H-2). (C) 2020 Hydrogen Energy Publications LLC. Published by Elsevier Ltd. All rights reserved."
1638,Enhancing waste to hydrogen production through biomass feedstock blending: A techno-economic-environmental evaluation,"AlNouss, Ahmed; McKay, Gordon; Al-Ansari, Tareq","Concerns related to global warming and the depletion of fossil fuels have propelled the global community to explore alternative renewable energy sources. Biomass is a nonconventional and renewable energy resource that can potentially be utilised for the production of sustainable heat and power. The thermal gasification process is an effective biomass conversion and utilisation method producing syngas as the product gas. This study details a biomass gasification process and subsequent optimisation, considering multiple parameters, including the type of feedstock and gasifying agent (gasifier) to maximise hydrogen production. Aspen Plus software is used to develop three agent-based biomass gasification models considering the characteristics of certain materials from Qatar built environment. The ultimate goal of the study is to optimise the gasification processes to yield different biomass blending options satisfying the maximisation of hydrogen generation through different scenarios. The capabilities of the built-in activated analysis package using Aspen Energy Analyser and Aspen Process Economic Analyser are utilised to evaluate the environmental and economic perspectives. The results demonstrate the excellence of steam-only biomass gasification in providing profitable and cleaner products. The yield of hydrogen production from blending of biomass feedstock achieved a high fraction of 5.23% with the steam-only gasification, while the yield increased from 1.63% to 5.22% for the oxygen/steam gasification when maximising the hydrogen fraction. Moreover, the selective limiting of biomass capacity enhances the quality of syngas through enriching the hydrogen production and lowers the need for subsequent adjustment and the manipulation of gasifying agent quantity and operating energy."
1639,Positive and negative social contacts with immigrants from different groups: Investigating the role of group appraisal and opportunity for contact using network analysis,"Eugene Tartakovsky,Sophie D Walsh,Eugene Tartakovsky,Sophie D Walsh","What can enhance positive inter-group contacts in a world of mass immigration is a subject high on the theoretical and practical agenda. However, there is a lack of research examining how contacts with different immigrant groups are related to characteristics of the group, as perceived by the receiving society. Using Threat-Benefit Theory (Tartakovsky & Walsh, 2016a, 2016b, 2019, 2020), the present study examines how different domains of positive and negative appraisal of a specific immigrant group may relate to contacts with group members. Using a representative sample of 1600 adults in the majority of the Jewish population in Israel, we applied network analysis to examine relationships between threat-benefit appraisal, opportunities for contact and levels of positive and negative contacts with four immigrant groups: diaspora immigrants from Ethiopia, Western countries and the former Soviet Union and asylum seekers. Levels of contact were related to particular domains of appraisal, which differed across immigrant groups. However, opportunities for contact had a stronger association with contact than the appraisal. Results point to a theoretical need to develop nuanced models related to inter-group contact, which consider particular characteristics of the immigrant group as perceived by the local population."
1640,Overview of Sankey flow diagrams: Focusing on symptom trajectories in older adults with advanced cancer,"Ethan Otto,Eva Culakova,Sixu Meng,Zhihong Zhang,Huiwen Xu,Supriya Mohile,Marie A Flannery,Ethan Otto,Eva Culakova,Sixu Meng,Zhihong Zhang,Huiwen Xu,Supriya Mohile,Marie A Flannery","This perspectives paper provides an overview of how to read and interpret a Sankey, examples using symptom data from older adults with advanced cancer, a synopsis of medical literature, and comments on creating and using the diagram for presentation of data. From prior reports and our own, we conclude Sankeys are an excellent tool for visualizing the changing status of older patients with cancer. Older adult symptom data is used as an example with data dispalyed in a range of Sankey flow diagrams. Because there is large heterogeneity in aging, different subgroups can be examined. In a single diagram, Sankey can show both the likelihood and variability of patients' future status from their current status."
1641,"Novel biosynthesis, characterization and bio-catalytic potential of green algae ( Spirogyra hyalina) mediated silver nanomaterials","Abdullah,Najlaa S Al-Radadi,Tahir Hussain,Shah Faisal,Syed Ali Raza Shah,Abdullah,Najlaa S Al-Radadi,Tahir Hussain,Shah Faisal,Syed Ali Raza Shah","In recent years green nanotechnology gained significant importance to synthesize nanoparticles due to their cost effectiveness and biosafety. In the current study, silver nanoparticles were synthesized by using extract of Spirogyra hyalina as a capping and reducing agent. The synthesized nanoparticles were characterized by UV-Visible spectroscopy, Fourier transform infrared spectroscopy, Scanning electron microscopy, energy dispersive X-ray spectroscopy, and X-ray diffractive analysis. Silver nanoparticles give a characteristic Surface Plasmon Resonance peak of 451 nm at 2.21 a.u (arbitrary unit). SEM micrograph revealed the spherical morphology and average grain size of 52.7 nm. Furthermore, antibacterial, antifungal, insecticidal, antioxidant and membrane damage activities were determined. The maximum antibacterial and antifungal activity was observed for Pseudomonas aeruginosa (18 ± 1.2 mm) and Fusarium solani (14.3 ± 0.6 mm), respectively. In membrane damage assay, Pseudomonas aeruginosa absorbed A260 wavelength and gave maximum peak values of 0.286, 0.434 and 0.629 at 25, 35 and 45 µg/mL of silver nanoparticles. The membrane damage assay confirmed that nanoparticles are involved in bacterial cell membrane damage. At 500 ppm silver nanoparticles showed 30% mortality against Tribolium castaneum (a common grain pest). The silver nanoparticles also showed potent antioxidant activity and successfully scavenged the DPPH free radicals upto 53.43 ± 0.17, 43.26 ± 0.97, 31.39 ± 0.33, 24.62 ± 0.85, and 14.13 ± 0.12% at a concentration of 400, 200, 100, 50, and 25 µg/mL of nanoparticles, respectively. It is concluded that silver nanoparticles can easily be synthesized by using green algae Spirogyra hyalina as a capping and reducing agent. Silver nanoparticles showed potent biomedical activities and thus can be used for therapeutic applications invitro and invivo."
1642,Analysis of Compound Climate Extremes and Exposed Population in Africa Under Two Different Emission Scenarios,"Weber, T.; Bowyer, P.; Rechid, D.; Pfeifer, S.; Raffaele, F.; Remedio, A. R.; Teichmann, C.; Jacob, D.","It is well established that Africa is particularly exposed to climate extremes including heat waves, droughts, and intense rainfall events. How exposed Africa is to the co-occurrence of these events is however virtually unknown. This study provides the first analysis of projected changes in the co-occurrence of five such compound climate extremes in Africa, under a low (RCP2.6) and high (RCP8.5) emissions scenario. These changes are combined with population projections for a low (SSP1) and high (SSP3) population growth scenario, in order to provide estimates of the number of people that may be exposed to such events at the end of the 21st century. We make use of an ensemble of regional climate projections from the Coordinated Output for Regional Evaluations (CORE) project embedded in the Coordinated Regional Climate Downscaling Experiment (CORDEX) framework. This ensemble comprises five different Earth System Model/Regional Climate Model (ESM/RCM) combinations with three different ESMs and two RCMs. We show that all five compound climate extremes will increase in frequency, with changes being greater under RCP8.5 than RCP2.6. Moreover, populations exposed to these changes are greater under RCP8.5/SSP3, than RCP2.6/SSP1, increasing by 47- and 12-fold, respectively, compared to the present-day. Regions of Africa that are particularly exposed are West Africa, Central-East Africa, and Northeast and Southeast Africa. Increased exposure is mainly driven by the interaction between climate and population growth, and the effect of population alone. This has important policy implications in relation to climate mitigation and adaptation. Plain Language Summary It is well known that Africa is exposed to a range of different climate hazards including droughts, heat waves, and extreme rainfall events, which cause major social and economic suffering. It is, however, largely unknown how exposed the African population is to the co-occurrence of such climate hazards. This is important because compound events will likely increase the suffering far and above that caused by individual climate hazards. In this study, we provide an analysis of potential changes in five different compound events, and the exposure of the African population to them, at the end of this century. Combining exposure to all compound events, the results show that compared to the present-day, the exposure of the African population may increase by 12- and 47-fold in the best- and worst-case scenarios, respectively. The spatial distribution of changes shows that West Africa and central and eastern regions of Africa may be particularly exposed. Increased exposure is mainly caused by the interaction between climate and population growth, and the effect of population alone. These results imply that any policy response designed to reduce exposure needs to address both climatic and socioeconomic factors. Key Points Five compound climate extremes are projected to be more frequent in Africa under both emission scenarios by the end of the century Populations in West Africa, Central-East Africa, and Northeast and Southeast Africa are projected to be particularly exposed Increased exposure is mainly driven by the interaction between climate and population growth, and the effect of population alone"
1643,Energy and economic analysis of a variable-geometry ejector in solar cooling systems for residential buildings,"Tashtoush, Bourhan; Nayfeh, Yousof","In the present, study two 1-D ejector mathematical models are used to predict the performance of a solar ejector cooling system with fixed and variable geometry ejectors. Thes models are implemented using MATLAB and EES Software. The effect of the mixing efficiencies on the performance of the system was investigated, and two empirical correlations were obtained using experimental data for an ejector cooling cycle with R141b as a refrigerant. The results obtained with varying efficiencies were found to be significantly more accurate than those obtained with previous models, which assumed a constant efficiency. The results showed that the ejector with fixed-geometry was very sensitive to the variations of the operational conditions and could practically be functional only under specific conditions. It was also found that the solar ejector cooling system with a variable area ejector has higher coefficient of performance under a vast range of operational conditions. The new system could be easily implemented in residential building air conditioning systems with solar energy as the driving source of heat. The refrigerant R134a was found to give the best performance considering operational, safety, and environmental factors. The economic analysis revealed that the new system is profoundly better than the conventional systems in terms of payback period and net present value."
1644,SARS-CoV-2 might transmit through the skin while the skin barrier function could be the mediator,"Qiannan Xu,Li Zhang,Lihong Chen,Xiaoqing Zhao,Xiaopan Wang,Mengyan Hu,Yunchen Le,Feng Xue,Xia Li,Jie Zheng,Qiannan Xu,Li Zhang,Lihong Chen,Xiaoqing Zhao,Xiaopan Wang,Mengyan Hu,Yunchen Le,Feng Xue,Xia Li,Jie Zheng","During the coronavirus disease 2019 (COVID-19) pandemic, it were reported that COVID-19 patients could have cutaneous symptoms, and severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) was observed on the skin of COVID-19 patients, which indicated that the skin is one target of SARS-CoV-2. Meanwhile, reports about SARS-CoV-2 transmission through food cold-chain overpacks emerged. With the fact that SARS-CoV-2 could survive on the skin for more than 9 h, the skin could be implicated in SARS CoV-2 transmission. Angiotensin-converting enzyme 2 (ACE2), a critical membrane protein for SARS-CoV-2 that enters a host cell, was recognized to be associated with the risk of SARS-CoV-2 infection. Therefore, tissues that express ACE2 might have the potential to be infected by and transmit SARS-CoV-2. The skin is one such tissue that expresses ACE2. However, unlike the lung that expresses ACE2 on the upper-most epithelial layer, the skin is composed of different layers of cells that function as a barrier, and cells under the top epidermal layer express ACE2. Since the skin barrier is the first line of protection, the typical position of ACE2-expressing cells in the skin implies that the skin barrier function could be the mediator of SARS-CoV-2. In our study, we found that ACE2 could be expressed in the skin, and its expression level is increased in psoriasis, an inflammatory disease of the skin with barrier dysfunction. Additionally, by applying the SARS-CoV-2 pseudovirus on mouse models with or without deteriorated skin barrier, we found that the SARS-CoV-2 pseudovirus could infect the skin and lungs of mouse models, and when the skin barrier was impaired, more SARS-CoV-2-infected cells could be found. Thus, we hypothesized that a deteriorated condition of the skin barrier might increase the risk of SARS-CoV-2 infection through the skin."
1645,"Refining biomass residues for sustainable energy and bio-products: An assessment of technology, its importance, and strategic applications in circular bio-economy","Awasthi, Mukesh Kumar; Sarsaiya, Surendra; Patel, Anil; Juneja, Ankita; Singh, Rajendra Prasad; Yan, Binghua; Awasthi, Sanjeev Kumar; Jain, Archana; Liu, Tao; Duan, Yumin; Pandey, Ashok; Zhang, Zengqiang; Taherzadeh, Mohammad J.","In the circular bio-economy, effective biomass valorization through the strategic use of resources is essential in terms of generating valuable products, sustainable development, and maximizing ecological and socio-economic benefits. Technologies are being developed and improved to optimize the use of abundant biomass and to generate several value-added products. Efficient nutrient recovery requires additional energy-intensive steps for effective valorization. Moreover, appropriate waste collection and pretreatment practices increase the degree of valorization. The use of biomass waste in biorefineries has significant potential to yield biofuels and organic fertilizers. Further research and development are required to develop effective biorefining technologies to enable the efficient exploitation of bioresources. Greater consideration should be applied to energy pathways to support this technology. Therefore, there is a demand for innovation in the integrated biorefining approach in response to changing markets, and novel commercial models should be introduced into the circular economy."
1646,The impact of carbon trading on economic output and carbon emissions reduction in China's industrial sectors,"Zhang, Yue-Jun; Liang, Ting; Jin, Yan-Lin; Shen, Bo","Carbon trading is an important market tool in driving growth and carbon dioxide emissions reduction in industrial sectors in China. This paper attempts to assess the impacts of carbon trading on economic output and carbon dioxide emissions reduction in China's industrial sectors by employing the data envelopment analysis (DEA) based optimization models, based on three carbon trading schemes, i.e., no trading (NT), sectoral trading (ST), and sectoral-and-temporal trading (STT) during 2006-2015. Comparing with the no-trading scheme, the results indicate that, (1) the ST and STT schemes may create potential gains of 268.02 and 612.26 trillion yuan in the whole industrial during the study period, i.e., the industrial value-added would be increased by 55.17% and 73.76%, respectively; (2) the ST and STT schemes could reduce 17.17 and 19.22 billion tonnes of carbon dioxide emissions, respectively, accounting for 58.30% and 65.25% of emissions reduction in the whole industry; and (3) if carbon trading were adopted in China since 2006, its carbon intensity of industrial sectors would decrease by 34.89%, 47.44% and 19.80% under the ST scheme, and 58.93%, 31.50% and 10.25% under the STT scheme during the11th, 12th and 13th Five-Year Plan periods, respectively."
1647,"Yokenella regensburgei, a novel pathogen in farmed American alligators","Gayathriy Balamayooran,Clark Cooper,Narayan C Paul,Pamela J Ferro,Laura Rice,Gabriel Gomez,Josué Díaz-Delgado,Gayathriy Balamayooran,Clark Cooper,Narayan C Paul,Pamela J Ferro,Laura Rice,Gabriel Gomez,Josué Díaz-Delgado","Increased acute mortality of farmed American alligators (Alligator mississippiensis) was observed in various pens from 2 different farms in Louisiana over 2 years (2019-2021). A total of 14 alligators from multiple events of increased mortality were subjected to postmortem investigations. Except for one alligator with acute neurologic signs, no premonitory signs were observed. All animals had pneumonia (14/14), coelomitis (14/14), and intravascular short Gram-negative bacilli (14/14). Myocarditis (13/14) was common. Yokenella regensburgei was isolated from all alligators tested (13/13). These data suggest the respiratory tract may be a primary target system and could be involved in transmission, either through exhaled bacteria or through swallowing of contaminated respiratory fluids with passage through the feces. Available sensitivity data for Y. regensburgei in this study indicates in vitro sensitivity to aminoglycosides, fluoroquinolones, chloramphenicol, and trimethoprim/sulphamethoxazole antibiotics. Yokenella regensburgei should be included in the differential diagnosis of septicemia and acute death in alligators."
1648,Efficient design of cold-formed steel bolted-moment connections for earthquake resistant frames,"Ye, Jun; Mojtabaei, Seyed Mohammad; Hajirasouliha, Iman; Pilakoutas, Kypros","Cold-formed steel (CFS) sections can be designed in many configurations and, compared to hot-rolled steel elements, can lead to more efficient and economic design solutions. While CFS moment resisting frames can be used as an alternative to conventional CFS shear-wall systems to create more flexible space plans, their performance under strong earthquakes is questionable due to the inherited low local/distortional buckling of thin-walled CFS elements and limited ductility and energy dissipation capacity of typical CFS bolted-moment connections. To address the latter issue, this paper presents a comprehensive parametric study on the structural behaviour of CFS bolted beam-to-column connections with gusset plates under cyclic loading aiming to develop efficient design solutions for earthquake resistant frames. To simulate the hysteretic moment-rotation behaviour and failure modes of selected CFS connections, an experimentally validated finite element model using ABAQUS is developed, which accounts for both nonlinear material properties and geometrical imperfections. Connection behaviour is modelled using a connector element, simulating the mechanical characteristics of a bolt bearing against a steel plate. The model is used to investigate the effects of bolt arrangement, cross-sectional shape, gusset plate thickness and cross-sectional slenderness on the seismic performance of CFS connections under cyclic loading. The results indicate that, for the same amount of material, folded flange beam sections with diamond or circle bolt arrangements can provide up to 100% and 250% higher ductility and energy dissipation capacity, respectively, compared to conventional flat-flange sections with square bolt arrangement. Using gusset plates with the same or lower thickness as the CFS beam may result in a premature failure mode in the gusset plate, which can considerably reduce the moment capacity of the connection. The proposed numerical model and design configurations can underpin the further development and implementation of CFS bolted-moment connections in seismic regions."
1649,"Risk Factors, Lifestyle Behaviors, and Vascular Brain Health","Rebecca F Gottesman,Sudha Seshadri,Rebecca F Gottesman,Sudha Seshadri","Although a relationship between traditional cardiovascular risk factors and stroke has long been recognized, these risk factors likely play a role in other aspects of brain health. Clinical stroke is only the tip of the iceberg of vascular brain injury that includes covert infarcts, white matter hyperintensities, and microbleeds. Furthermore, an individual's risk for not only stroke but poor brain health includes not only these traditional vascular risk factors but also lifestyle and genetic factors. The purpose of this narrative review is to summarize the state of the evidence on traditional and nontraditional vascular risk factors and their contributions to brain health. Additionally, we will review important modifiers that interact with these risk factors to increase, or, in some cases, reduce risk of adverse brain health outcomes, with an emphasis on genes and biomarkers associated with Alzheimer disease. Finally, we will consider the importance of social determinants of health in brain health outcomes."
1650,The Effect of Renewable and Nuclear Energy Consumption on Decoupling Economic Growth from CO2 Emissions in Spain,"Pilatowska, Mariola; Geise, Andrzej; Wlodarczyk, Aneta","This study examines the relationship between renewable and nuclear energy consumption, carbon dioxide emissions and economic growth by using the Granger causality and non-linear impulse response function in a business cycle in Spain. We estimate the threshold vector autoregression (TVAR) model on the basis of annual data from the period 1970-2018, which are disaggregated into quarterly data to obtain robust empirical results through avoiding a sample size problem. Our analysis reveals that economic growth and CO2 emissions are positively correlated during expansions but not during recessions. Moreover, we find that rising nuclear energy consumption leads to decreased CO2 emissions during expansions, while the impact of increasing renewable energy consumption on emissions is negative but insignificant. In addition, there is a positive feedback between nuclear energy consumption and economic growth, but unidirectional positive causality running from renewable energy consumption to economic growth in upturns. Our findings do indicate that both nuclear and renewable energy consumption contribute to a reduction in emissions; however, the rise in economic activity, leading to a greater increase in emissions, offsets this positive impact of green energy. Therefore, a decoupling of economic growth from CO2 emissions is not observed. These results demand some crucial changes in legislation targeted at reducing emissions, as green energy alone is insufficient to reach this goal."
1651,A study on the correlation between spleen volume estimated via cavalieri principle on computed tomography images with basic hemogram and biochemical blood parameters,"Necati Emre Sahin,Zulal Oner,Serkan Oner,Muhammed Kamil Turan,Necati Emre Sahin,Zulal Oner,Serkan Oner,Muhammed Kamil Turan","Considering its hematological and immunological functions, spleen is a very important organ. A change occurs in its size as the spleen performs these functions. This study aims to examine the possible relationships between spleen volume and the basic hemogram and biochemical parameters in serum. Multidetector computed tomography images and basic hemogram and biochemical parameters of 74 adult individuals, 34 male and 40 female, who were found to be healthy, were used in the study. Spleen volume was estimated using the Cavalieri method on multidetector computed tomography images and the correlations between the volume value with basic hemogram and biochemistry parameters were researched. While negative significant correlations were found between the estimated spleen volume and lymphocyte percentage (r=-0.224) and platelet level (r=-0.271); positive significant correlations were found between hemoglobin level (r=0.228), hematocrit level (r=0.237), alanine aminotransferase (r=0.345), and erythrocyte level (r=0.375). As a result of this study, a relationship was found between spleen volume and lymphocyte percentage, hematocrit level, erythrocyte level, platelet level, and alanine aminotransferase level in serum. We believe that the results of the study will provide a larger perspective to clinicians in the diagnosis of diseases associated with spleen."
1652,A Novel Framework of Reservoir Computing for Deterministic and Probabilistic Wind Power Forecasting,"Wang, Jianzhou; Niu, Tong; Lu, Haiyan; Yang, Wendong; Du, Pei","The path towards wind power forecasting has yielded huge socio-economic benefits at a global scale. However, most of the previous studies tend to emphasize the improvement of deterministic forecasting, usually losing sight of the significance of probabilistic forecasting. In this paper, a novel forecasting system that can perform deterministic and probabilistic forecasting of wind power simultaneously, composed by the modules of feature selection, forecasting, system optimization, and system evaluation is presented to further supplement the existing studies in this field. Concretely, a hybrid feature selection strategy is proposed in the feature selection module to determine optimal system input; superior to traditional gradient descent algorithm, a dynamic reservoir theory-based recurrent neural network is developed in the forecasting module; an enhanced multi-objective optimization algorithm with the objectives of accuracy and stability is proposed in the system optimization module to provide an optimal scenario for system parameters; the effectiveness and feasibility of the proposed system is then validated in the evaluation module. Moreover, the comprehensive performance analysis of the proposed system is investigated in depth. Finally, the experimental results demonstrate that the proposed system has a significant advantage over the benchmarks considered, further verifying its tremendous potential to be used in a practical wind power system."
